Statei,Action,Staten,xcmi,ycmi,xcmn,ycmn,thetai,thetan
7,1,5,2.2375402751e+02,2.2458535889e+02,2.2427772010e+02,2.2481442916e+02,-2.1803409564e+00,-1.4427613282e+00
5,1,7,2.2427772010e+02,2.2481442916e+02,2.2375440438e+02,2.2458609751e+02,-1.4427613282e+00,-2.1804940102e+00
7,1,5,2.2375440438e+02,2.2458609751e+02,2.2427813203e+02,2.2481508762e+02,-2.1804940102e+00,-1.4429143820e+00
5,0,1,2.2427813203e+02,2.2481508762e+02,2.2459699418e+02,2.2509687655e+02,-1.4429143820e+00,-2.1313084420e-01
1,1,3,2.2459699418e+02,2.2509687655e+02,2.2426234492e+02,2.2457009816e+02,-2.1313084420e-01,-9.5376406704e-01
3,0,7,2.2426234492e+02,2.2457009816e+02,2.2390311758e+02,2.2437562014e+02,-9.5376406704e-01,-2.1625043878e+00
7,0,3,2.2390311758e+02,2.2437562014e+02,2.2426262777e+02,2.2457017848e+02,-2.1625043878e+00,-9.5367604584e-01
3,1,1,2.2426262777e+02,2.2457017848e+02,2.2459690279e+02,2.2509712934e+02,-9.5367604584e-01,-2.1295631757e-01
1,2,0,2.2459690279e+02,2.2509712934e+02,2.2487935931e+02,2.2530656345e+02,-2.1295631757e-01,6.7049854160e-02
0,0,4,2.2487935931e+02,2.2530656345e+02,2.2453048665e+02,2.2509281998e+02,6.7049854160e-02,-1.1417118842e+00
4,2,5,2.2453048665e+02,2.2509281998e+02,2.2420743419e+02,2.2497632457e+02,-1.1417118842e+00,-1.4090911531e+00
5,0,1,2.2420743419e+02,2.2497632457e+02,2.2451658477e+02,2.2526873523e+02,-1.4090911531e+00,-1.7930761532e-01
1,1,3,2.2451658477e+02,2.2526873523e+02,2.2419994085e+02,2.2473094136e+02,-1.7930761532e-01,-9.1994083816e-01
3,1,1,2.2419994085e+02,2.2473094136e+02,2.2451625225e+02,2.2526886710e+02,-9.1994083816e-01,-1.7922110989e-01
1,2,0,2.2451625225e+02,2.2526886710e+02,2.2479148410e+02,2.2548770896e+02,-1.7922110989e-01,1.0078506184e-01
0,0,4,2.2479148410e+02,2.2548770896e+02,2.2445001925e+02,2.2526232005e+02,1.0078506184e-01,-1.1079766766e+00
4,1,6,2.2445001925e+02,2.2526232005e+02,2.2382755055e+02,2.2521598347e+02,-1.1079766766e+00,-1.8488190801e+00
6,1,4,2.2382755055e+02,2.2521598347e+02,2.2445036715e+02,2.2526281023e+02,-1.8488190801e+00,-1.1080324475e+00
4,1,6,2.2445036715e+02,2.2526281023e+02,2.2382789587e+02,2.2521650837e+02,-1.1080324475e+00,-1.8488748510e+00
6,0,2,2.2382789587e+02,2.2521650837e+02,2.2422751499e+02,2.2536478110e+02,-1.8488748510e+00,-6.1903321021e-01
2,2,3,2.2422751499e+02,2.2536478110e+02,2.2398009354e+02,2.2512680959e+02,-6.1903321021e-01,-8.8643741532e-01
3,0,7,2.2398009354e+02,2.2512680959e+02,2.2363476373e+02,2.2490860487e+02,-8.8643741532e-01,-2.0951777361e+00
7,2,6,2.2363476373e+02,2.2490860487e+02,2.2394669432e+02,2.2506926327e+02,-2.0951777361e+00,-1.8153467070e+00
6,2,7,2.2394669432e+02,2.2506926327e+02,2.2363412611e+02,2.2490878434e+02,-1.8153467070e+00,-2.0952287300e+00
7,0,3,2.2363412611e+02,2.2490878434e+02,2.2397974387e+02,2.2512707061e+02,-2.0952287300e+00,-8.8640038795e-01
3,2,2,2.2397974387e+02,2.2512707061e+02,2.2422699251e+02,2.2536548258e+02,-8.8640038795e-01,-6.1900195420e-01
2,0,6,2.2422699251e+02,2.2536548258e+02,2.2382783850e+02,2.2521686822e+02,-6.1900195420e-01,-1.8487397850e+00
6,0,2,2.2382783850e+02,2.2521686822e+02,2.2422743758e+02,2.2536519493e+02,-1.8487397850e+00,-6.1889814420e-01
2,0,6,2.2422743758e+02,2.2536519493e+02,2.2382829900e+02,2.2521653914e+02,-6.1889814420e-01,-1.8486359750e+00
6,1,4,2.2382829900e+02,2.2521653914e+02,2.2445110702e+02,2.2526347994e+02,-1.8486359750e+00,-1.1078493425e+00
4,1,6,2.2445110702e+02,2.2526347994e+02,2.2382864423e+02,2.2521706410e+02,-1.1078493425e+00,-1.8486917460e+00
6,2,7,2.2382864423e+02,2.2521706410e+02,2.2351089959e+02,2.2506709506e+02,-1.8486917460e+00,-2.1285737689e+00
7,0,3,2.2351089959e+02,2.2506709506e+02,2.2386360263e+02,2.2527373748e+02,-2.1285737689e+00,-9.1974542690e-01
3,0,7,2.2386360263e+02,2.2527373748e+02,2.2351119774e+02,2.2506715391e+02,-9.1974542690e-01,-2.1284857477e+00
7,1,5,2.2351119774e+02,2.2506715391e+02,2.2402231324e+02,2.2532306029e+02,-2.1284857477e+00,-1.3909061195e+00
5,0,1,2.2402231324e+02,2.2532306029e+02,2.2432609550e+02,2.2562104420e+02,-1.3909061195e+00,-1.6112258170e-01
1,1,3,2.2432609550e+02,2.2562104420e+02,2.2401928320e+02,2.2507758139e+02,-1.6112258170e-01,-9.0175580454e-01
3,2,2,2.2401928320e+02,2.2507758139e+02,2.2427016346e+02,2.2531216879e+02,-9.0175580454e-01,-6.3435737079e-01
2,2,3,2.2427016346e+02,2.2531216879e+02,2.2401912450e+02,2.2507801660e+02,-6.3435737079e-01,-9.0176157590e-01
3,0,7,2.2401912450e+02,2.2507801660e+02,2.2367049156e+02,2.2486512918e+02,-9.0176157590e-01,-2.1105018967e+00
7,1,5,2.2367049156e+02,2.2486512918e+02,2.2417692247e+02,2.2513018550e+02,-2.1105018967e+00,-1.3729222685e+00
5,1,7,2.2417692247e+02,2.2513018550e+02,2.2367081598e+02,2.2486589229e+02,-1.3729222685e+00,-2.1106549505e+00
7,1,5,2.2367081598e+02,2.2486589229e+02,2.2417728745e+02,2.2513087110e+02,-2.1106549505e+00,-1.3730753223e+00
5,1,7,2.2417728745e+02,2.2513087110e+02,2.2367114051e+02,2.2486665536e+02,-1.3730753223e+00,-2.1108080043e+00
7,2,6,2.2367114051e+02,2.2486665536e+02,2.2398554402e+02,2.2502241877e+02,-2.1108080043e+00,-1.8309769752e+00
6,2,7,2.2398554402e+02,2.2502241877e+02,2.2367050577e+02,2.2486684478e+02,-1.8309769752e+00,-2.1108589981e+00
7,2,6,2.2367050577e+02,2.2486684478e+02,2.2398491722e+02,2.2502259216e+02,-2.1108589981e+00,-1.8310279690e+00
6,0,2,2.2398491722e+02,2.2502259216e+02,2.2438182664e+02,2.2517797286e+02,-1.8310279690e+00,-6.0118632821e-01
2,2,3,2.2438182664e+02,2.2517797286e+02,2.2413869142e+02,2.2493562378e+02,-6.0118632821e-01,-8.6859053332e-01
3,1,1,2.2413869142e+02,2.2493562378e+02,2.2442697536e+02,2.2548907600e+02,-8.6859053332e-01,-1.2787080505e-01
1,0,5,2.2442697536e+02,2.2548907600e+02,2.2413286194e+02,2.2518049225e+02,-1.2787080505e-01,-1.3577571644e+00
5,1,7,2.2413286194e+02,2.2518049225e+02,2.2363082152e+02,2.2490855457e+02,-1.3577571644e+00,-2.0954898464e+00
7,2,6,2.2363082152e+02,2.2490855457e+02,2.2394280223e+02,2.2506911560e+02,-2.0954898464e+00,-1.8156588172e+00
6,0,2,2.2394280223e+02,2.2506911560e+02,2.2433727679e+02,2.2523057787e+02,-1.8156588172e+00,-5.8581717643e-01
2,0,6,2.2433727679e+02,2.2523057787e+02,2.2394327337e+02,2.2506880193e+02,-5.8581717643e-01,-1.8155550072e+00
6,2,7,2.2394327337e+02,2.2506880193e+02,2.2363067174e+02,2.2490838812e+02,-1.8155550072e+00,-2.0954370302e+00
7,0,3,2.2363067174e+02,2.2490838812e+02,2.2397633496e+02,2.2512660239e+02,-2.0954370302e+00,-8.8660868818e-01
3,0,7,2.2397633496e+02,2.2512660239e+02,2.2363096778e+02,2.2490845682e+02,-8.8660868818e-01,-2.0953490090e+00
7,0,3,2.2363096778e+02,2.2490845682e+02,2.2397661179e+02,2.2512670152e+02,-2.0953490090e+00,-8.8652066698e-01
3,0,7,2.2397661179e+02,2.2512670152e+02,2.2363126381e+02,2.2490852554e+02,-8.8652066698e-01,-2.0952609878e+00
7,0,3,2.2363126381e+02,2.2490852554e+02,2.2397688861e+02,2.2512680066e+02,-2.0952609878e+00,-8.8643264578e-01
3,0,7,2.2397688861e+02,2.2512680066e+02,2.2363155984e+02,2.2490859430e+02,-8.8643264578e-01,-2.0951729666e+00
7,2,6,2.2363155984e+02,2.2490859430e+02,2.2394348966e+02,2.2506925419e+02,-2.0951729666e+00,-1.8153419375e+00
6,0,2,2.2394348966e+02,2.2506925419e+02,2.2433791304e+02,2.2523084145e+02,-1.8153419375e+00,-5.8550029666e-01
2,2,3,2.2433791304e+02,2.2523084145e+02,2.2409860907e+02,2.2498470851e+02,-5.8550029666e-01,-8.5290450177e-01
3,1,1,2.2409860907e+02,2.2498470851e+02,2.2437817643e+02,2.2554261449e+02,-8.5290450177e-01,-1.1218477350e-01
1,1,3,2.2437817643e+02,2.2554261449e+02,2.2409831672e+02,2.2498479359e+02,-1.1218477350e-01,-8.5281799634e-01
3,1,1,2.2409831672e+02,2.2498479359e+02,2.2437783582e+02,2.2554272376e+02,-8.5281799634e-01,-1.1209826807e-01
1,0,5,2.2437783582e+02,2.2554272376e+02,2.2408862592e+02,2.2522953966e+02,-1.1209826807e-01,-1.3419846274e+00
5,1,7,2.2408862592e+02,2.2522953966e+02,2.2359093692e+02,2.2494971769e+02,-1.3419846274e+00,-2.0797173094e+00
7,1,5,2.2359093692e+02,2.2494971769e+02,2.2408896952e+02,2.2523023623e+02,-2.0797173094e+00,-1.3421376812e+00
5,1,7,2.2408896952e+02,2.2523023623e+02,2.2359123769e+02,2.2495049043e+02,-1.3421376812e+00,-2.0798703632e+00
7,0,3,2.2359123769e+02,2.2495049043e+02,2.2393346230e+02,2.2517405887e+02,-2.0798703632e+00,-8.7104202117e-01
3,1,1,2.2393346230e+02,2.2517405887e+02,2.2422310215e+02,2.2572680271e+02,-8.7104202117e-01,-1.3032229290e-01
1,2,0,2.2422310215e+02,2.2572680271e+02,2.2448730817e+02,2.2595883614e+02,-1.3032229290e-01,1.4968387883e-01
0,0,4,2.2448730817e+02,2.2595883614e+02,2.2415726833e+02,2.2571702606e+02,1.4968387883e-01,-1.0590778596e+00
4,1,6,2.2415726833e+02,2.2571702606e+02,2.2353780858e+02,2.2564031901e+02,-1.0590778596e+00,-1.7999202631e+00
6,2,7,2.2353780858e+02,2.2564031901e+02,2.2322775308e+02,2.2547503756e+02,-1.7999202631e+00,-2.0798022860e+00
7,0,3,2.2322775308e+02,2.2547503756e+02,2.2356996246e+02,2.2569862929e+02,-2.0798022860e+00,-8.7097394402e-01
3,2,2,2.2356996246e+02,2.2569862929e+02,2.2381350398e+02,2.2594082691e+02,-8.7097394402e-01,-6.0357551027e-01
2,0,6,2.2381350398e+02,2.2594082691e+02,2.2341668997e+02,2.2578607295e+02,-6.0357551027e-01,-1.8333133411e+00
6,1,4,2.2341668997e+02,2.2578607295e+02,2.2403870564e+02,2.2584255093e+02,-1.8333133411e+00,-1.0925267085e+00
4,2,5,2.2403870564e+02,2.2584255093e+02,2.2372177140e+02,2.2571031342e+02,-1.0925267085e+00,-1.3599059774e+00
5,2,4,2.2372177140e+02,2.2571031342e+02,2.2403839388e+02,2.2584295189e+02,-1.3599059774e+00,-1.0924300162e+00
4,1,6,2.2403839388e+02,2.2584295189e+02,2.2341672075e+02,2.2578694399e+02,-1.0924300162e+00,-1.8332724197e+00
6,0,2,2.2341672075e+02,2.2578694399e+02,2.2381397791e+02,2.2594143345e+02,-1.8332724197e+00,-6.0343077891e-01
2,1,0,2.2381397791e+02,2.2594143345e+02,2.2425648579e+02,2.2630244411e+02,-6.0343077891e-01,1.3417312673e-01
0,1,2,2.2425648579e+02,2.2630244411e+02,2.2381264347e+02,2.2594179215e+02,1.3417312673e-01,-6.0348879225e-01
2,0,6,2.2381264347e+02,2.2594179215e+02,2.2341584287e+02,2.2578700379e+02,-6.0348879225e-01,-1.8332266231e+00
6,2,7,2.2341584287e+02,2.2578700379e+02,2.2310045543e+02,2.2563213891e+02,-1.8332266231e+00,-2.1131086460e+00
7,2,6,2.2310045543e+02,2.2563213891e+02,2.2341521647e+02,2.2578717858e+02,-2.1131086460e+00,-1.8332776169e+00
6,2,7,2.2341521647e+02,2.2578717858e+02,2.2309982113e+02,2.2563232979e+02,-1.8332776169e+00,-2.1131596398e+00
7,2,6,2.2309982113e+02,2.2563232979e+02,2.2341459007e+02,2.2578735341e+02,-2.1131596398e+00,-1.8333286107e+00
6,1,4,2.2341459007e+02,2.2578735341e+02,2.2403660661e+02,2.2584382190e+02,-1.8333286107e+00,-1.0925419782e+00
4,2,5,2.2403660661e+02,2.2584382190e+02,2.2371967035e+02,2.2571158922e+02,-1.0925419782e+00,-1.3599212470e+00
5,2,4,2.2371967035e+02,2.2571158922e+02,2.2403629485e+02,2.2584422286e+02,-1.3599212470e+00,-1.0924452859e+00
4,2,5,2.2403629485e+02,2.2584422286e+02,2.2371937138e+02,2.2571195954e+02,-1.0924452859e+00,-1.3598245547e+00
5,2,4,2.2371937138e+02,2.2571195954e+02,2.2403598305e+02,2.2584462379e+02,-1.3598245547e+00,-1.0923485935e+00
4,2,5,2.2403598305e+02,2.2584462379e+02,2.2371907237e+02,2.2571232983e+02,-1.0923485935e+00,-1.3597278624e+00
5,0,1,2.2371907237e+02,2.2571232983e+02,2.2401341787e+02,2.2601963878e+02,-1.3597278624e+00,-1.2994432462e-01
1,1,3,2.2401341787e+02,2.2601963878e+02,2.2372369617e+02,2.2546687578e+02,-1.2994432462e-01,-8.7057754746e-01
3,2,2,2.2372369617e+02,2.2546687578e+02,2.2396714166e+02,2.2570916991e+02,-8.7057754746e-01,-6.0317911371e-01
2,2,3,2.2396714166e+02,2.2570916991e+02,2.2372352398e+02,2.2546730582e+02,-6.0317911371e-01,-8.7058331882e-01
3,1,1,2.2372352398e+02,2.2546730582e+02,2.2401291025e+02,2.2602018246e+02,-8.7058331882e-01,-1.2986359055e-01
1,2,0,2.2401291025e+02,2.2602018246e+02,2.2427700981e+02,2.2625233706e+02,-1.2986359055e-01,1.5014258118e-01
0,1,2,2.2427700981e+02,2.2625233706e+02,2.2383898325e+02,2.2588464347e+02,1.5014258118e-01,-5.8751933780e-01
2,0,6,2.2383898325e+02,2.2588464347e+02,2.2344470503e+02,2.2572353842e+02,-5.8751933780e-01,-1.8172571686e+00
6,2,7,2.2344470503e+02,2.2572353842e+02,2.2313183081e+02,2.2556365694e+02,-1.8172571686e+00,-2.0971391916e+00
7,2,6,2.2313183081e+02,2.2556365694e+02,2.2344407592e+02,2.2572370319e+02,-2.0971391916e+00,-1.8173081624e+00
6,0,2,2.2344407592e+02,2.2572370319e+02,2.2383881625e+02,2.2588451462e+02,-1.8173081624e+00,-5.8746652163e-01
2,2,3,2.2383881625e+02,2.2588451462e+02,2.2359902879e+02,2.2563885268e+02,-5.8746652163e-01,-8.5487072674e-01
3,0,7,2.2359902879e+02,2.2563885268e+02,2.2326075788e+02,2.2540985755e+02,-8.5487072674e-01,-2.0636110475e+00
7,0,3,2.2326075788e+02,2.2540985755e+02,2.2359930234e+02,2.2563896054e+02,-2.0636110475e+00,-8.5478270554e-01
3,2,2,2.2359930234e+02,2.2563896054e+02,2.2383889063e+02,2.2588506947e+02,-8.5478270554e-01,-5.8738427179e-01
2,0,6,2.2383889063e+02,2.2588506947e+02,2.2344463417e+02,2.2572391117e+02,-5.8738427179e-01,-1.8171221026e+00
6,2,7,2.2344463417e+02,2.2572391117e+02,2.2313178154e+02,2.2556398743e+02,-1.8171221026e+00,-2.0970041255e+00
7,2,6,2.2313178154e+02,2.2556398743e+02,2.2344400503e+02,2.2572407586e+02,-2.0970041255e+00,-1.8171730964e+00
6,2,7,2.2344400503e+02,2.2572407586e+02,2.2313114425e+02,2.2556416807e+02,-1.8171730964e+00,-2.0970551194e+00
7,0,3,2.2313114425e+02,2.2556416807e+02,2.2347716010e+02,2.2578182275e+02,-2.0970551194e+00,-8.8822677737e-01
3,0,7,2.2347716010e+02,2.2578182275e+02,2.2313144040e+02,2.2556423630e+02,-8.8822677737e-01,-2.0969670982e+00
7,0,3,2.2313144040e+02,2.2556423630e+02,2.2347743709e+02,2.2578192143e+02,-2.0969670982e+00,-8.8813875617e-01
3,1,1,2.2347743709e+02,2.2578192143e+02,2.2377648427e+02,2.2632963283e+02,-8.8813875617e-01,-1.4741902790e-01
1,2,0,2.2377648427e+02,2.2632963283e+02,2.2404461850e+02,2.2655711551e+02,-1.4741902790e-01,1.3258714383e-01
0,0,4,2.2404461850e+02,2.2655711551e+02,2.2371049294e+02,2.2632098310e+02,1.3258714383e-01,-1.0761745946e+00
4,1,6,2.2371049294e+02,2.2632098310e+02,2.2308981234e+02,2.2625487748e+02,-1.0761745946e+00,-1.8170169981e+00
6,2,7,2.2308981234e+02,2.2625487748e+02,2.2277697652e+02,2.2609492086e+02,-1.8170169981e+00,-2.0968990210e+00
7,2,6,2.2277697652e+02,2.2609492086e+02,2.2308918318e+02,2.2625504210e+02,-2.0968990210e+00,-1.8170679919e+00
6,2,7,2.2308918318e+02,2.2625504210e+02,2.2277633921e+02,2.2609510144e+02,-1.8170679919e+00,-2.0969500149e+00
7,1,5,2.2277633921e+02,2.2609510144e+02,2.2327913171e+02,2.2636699630e+02,-2.0969500149e+00,-1.3593703867e+00
5,0,1,2.2327913171e+02,2.2636699630e+02,2.2357336734e+02,2.2667441046e+02,-1.3593703867e+00,-1.2958684885e-01
1,0,5,2.2357336734e+02,2.2667441046e+02,2.2327872481e+02,2.2636633187e+02,-1.2958684885e-01,-1.3594732082e+00
5,0,1,2.2327872481e+02,2.2636633187e+02,2.2357299205e+02,2.2667371578e+02,-1.3594732082e+00,-1.2968967035e-01
1,0,5,2.2357299205e+02,2.2667371578e+02,2.2327831784e+02,2.2636566748e+02,-1.2968967035e-01,-1.3595760297e+00
5,2,4,2.2327831784e+02,2.2636566748e+02,2.2359489654e+02,2.2649841041e+02,-1.3595760297e+00,-1.0921000685e+00
4,2,5,2.2359489654e+02,2.2649841041e+02,2.2327801874e+02,2.2636603769e+02,-1.0921000685e+00,-1.3594793373e+00
5,0,1,2.2327801874e+02,2.2636603769e+02,2.2357228787e+02,2.2667341979e+02,-1.3594793373e+00,-1.2969579954e-01
1,0,5,2.2357228787e+02,2.2667341979e+02,2.2327761177e+02,2.2636537331e+02,-1.2969579954e-01,-1.3595821588e+00
5,0,1,2.2327761177e+02,2.2636537331e+02,2.2357191250e+02,2.2667272515e+02,-1.3595821588e+00,-1.2979862104e-01
1,1,3,2.2357191250e+02,2.2667272515e+02,2.2328227133e+02,2.2611991993e+02,-1.2979862104e-01,-8.7043184388e-01
3,2,2,2.2328227133e+02,2.2611991993e+02,2.2352568152e+02,2.2636224954e+02,-8.7043184388e-01,-6.0303341013e-01
2,0,6,2.2352568152e+02,2.2636224954e+02,2.2312895145e+02,2.2620728049e+02,-6.0303341013e-01,-1.8327712409e+00
6,0,2,2.2312895145e+02,2.2620728049e+02,2.2352613113e+02,2.2636196903e+02,-1.8327712409e+00,-6.0292960013e-01
2,1,0,2.2352613113e+02,2.2636196903e+02,2.2396845803e+02,2.2672320142e+02,-6.0292960013e-01,1.3467430551e-01
0,0,4,2.2396845803e+02,2.2672320142e+02,2.2363482604e+02,2.2648637215e+02,1.3467430551e-01,-1.0740874329e+00
4,2,5,2.2363482604e+02,2.2648637215e+02,2.2332038390e+02,2.2634831341e+02,-1.0740874329e+00,-1.3414667018e+00
5,1,7,2.2332038390e+02,2.2634831341e+02,2.2282283989e+02,2.2606823370e+02,-1.3414667018e+00,-2.0791993838e+00
7,1,5,2.2282283989e+02,2.2606823370e+02,2.2332072714e+02,2.2634901015e+02,-2.0791993838e+00,-1.3416197556e+00
5,1,7,2.2332072714e+02,2.2634901015e+02,2.2282314026e+02,2.2606900660e+02,-1.3416197556e+00,-2.0793524376e+00
7,0,3,2.2282314026e+02,2.2606900660e+02,2.2316524903e+02,2.2629275226e+02,-2.0793524376e+00,-8.7052409557e-01
3,0,7,2.2316524903e+02,2.2629275226e+02,2.2282343516e+02,2.2606908005e+02,-8.7052409557e-01,-2.0792644164e+00
7,0,3,2.2282343516e+02,2.2606908005e+02,2.2316552423e+02,2.2629285582e+02,-2.0792644164e+00,-8.7043607437e-01
3,1,1,2.2316552423e+02,2.2629285582e+02,2.2345482910e+02,2.2684577506e+02,-8.7043607437e-01,-1.2971634610e-01
1,1,3,2.2345482910e+02,2.2684577506e+02,2.2316523342e+02,2.2629294602e+02,-1.2971634610e-01,-8.7034956894e-01
3,2,2,2.2316523342e+02,2.2629294602e+02,2.2340862366e+02,2.2653529565e+02,-8.7034956894e-01,-6.0295113519e-01
2,1,0,2.2340862366e+02,2.2653529565e+02,2.2385095834e+02,2.2689651851e+02,-6.0295113519e-01,1.3465277045e-01
0,0,4,2.2385095834e+02,2.2689651851e+02,2.2351732125e+02,2.2665969643e+02,1.3465277045e-01,-1.0741089680e+00
4,0,0,2.2351732125e+02,2.2665969643e+02,2.2385045961e+02,2.2689596722e+02,-1.0741089680e+00,1.3469229075e-01
0,1,2,2.2385045961e+02,2.2689596722e+02,2.2340680459e+02,2.2653508488e+02,1.3469229075e-01,-6.0296962823e-01
2,2,3,2.2340680459e+02,2.2653508488e+02,2.2316323758e+02,2.2629316976e+02,-6.0296962823e-01,-8.7037383334e-01
3,1,1,2.2316323758e+02,2.2629316976e+02,2.2345250803e+02,2.2684610701e+02,-8.7037383334e-01,-1.2965410507e-01
1,1,3,2.2345250803e+02,2.2684610701e+02,2.2316294675e+02,2.2629325994e+02,-1.2965410507e-01,-8.7028732791e-01
3,1,1,2.2316294675e+02,2.2629325994e+02,2.2345216937e+02,2.2684622221e+02,-8.7028732791e-01,-1.2956759964e-01
1,0,5,2.2345216937e+02,2.2684622221e+02,2.2315753277e+02,2.2653813795e+02,-1.2956759964e-01,-1.3594539589e+00
5,0,1,2.2315753277e+02,2.2653813795e+02,2.2345179409e+02,2.2684552752e+02,-1.3594539589e+00,-1.2967042114e-01
1,0,5,2.2345179409e+02,2.2684552752e+02,2.2315712581e+02,2.2653747355e+02,-1.2967042114e-01,-1.3595567804e+00
5,1,7,2.2315712581e+02,2.2653747355e+02,2.2265459682e+02,2.2626643979e+02,-1.3595567804e+00,-2.0972894624e+00
7,2,6,2.2265459682e+02,2.2626643979e+02,2.2296686598e+02,2.2642643912e+02,-2.0972894624e+00,-1.8174584333e+00
6,1,4,2.2296686598e+02,2.2642643912e+02,2.2358790806e+02,2.2649277159e+02,-1.8174584333e+00,-1.0766718008e+00
4,1,6,2.2358790806e+02,2.2649277159e+02,2.2296719467e+02,2.2642697460e+02,-1.0766718008e+00,-1.8175142043e+00
6,0,2,2.2296719467e+02,2.2642697460e+02,2.2336196813e+02,2.2658770468e+02,-1.8175142043e+00,-5.8767256347e-01
2,0,6,2.2336196813e+02,2.2658770468e+02,2.2296766523e+02,2.2642666005e+02,-5.8767256347e-01,-1.8174103943e+00
6,1,4,2.2296766523e+02,2.2642666005e+02,2.2358870412e+02,2.2649302235e+02,-1.8174103943e+00,-1.0766237617e+00
4,2,5,2.2358870412e+02,2.2649302235e+02,2.2327391283e+02,2.2635576159e+02,-1.0766237617e+00,-1.3440030306e+00
5,0,1,2.2327391283e+02,2.2635576159e+02,2.2356338977e+02,2.2666766089e+02,-1.3440030306e+00,-1.1421949280e-01
1,2,0,2.2356338977e+02,2.2666766089e+02,2.2382382531e+02,2.2690391852e+02,-1.1421949280e-01,1.6578667893e-01
0,2,1,2.2382382531e+02,2.2690391852e+02,2.2356362413e+02,2.2666837297e+02,1.6578667893e-01,-1.1406837063e-01
1,1,3,2.2356362413e+02,2.2666837297e+02,2.2328271421e+02,2.2611108021e+02,-1.1406837063e-01,-8.5470159347e-01
3,1,1,2.2328271421e+02,2.2611108021e+02,2.2356328373e+02,2.2666848288e+02,-8.5470159347e-01,-1.1398186520e-01
1,1,3,2.2356328373e+02,2.2666848288e+02,2.2328242201e+02,2.2611116582e+02,-1.1398186520e-01,-8.5461508804e-01
3,2,2,2.2328242201e+02,2.2611116582e+02,2.2352196904e+02,2.2635731491e+02,-8.5461508804e-01,-5.8721665429e-01
2,0,6,2.2352196904e+02,2.2635731491e+02,2.2312773960e+02,2.2619609053e+02,-5.8721665429e-01,-1.8169544851e+00
6,0,2,2.2312773960e+02,2.2619609053e+02,2.2352242304e+02,2.2635704156e+02,-1.8169544851e+00,-5.8711284429e-01
2,1,0,2.2352242304e+02,2.2635704156e+02,2.2395898132e+02,2.2672522465e+02,-5.8711284429e-01,1.5049106135e-01
0,0,4,2.2395898132e+02,2.2672522465e+02,2.2362913678e+02,2.2648314824e+02,1.5049106135e-01,-1.0582706771e+00
4,2,5,2.2362913678e+02,2.2648314824e+02,2.2331691752e+02,2.2634013352e+02,-1.0582706771e+00,-1.3256499459e+00
5,2,4,2.2331691752e+02,2.2634013352e+02,2.2362881146e+02,2.2648353828e+02,-1.3256499459e+00,-1.0581739847e+00
4,0,0,2.2362881146e+02,2.2648353828e+02,2.2395814271e+02,2.2672508741e+02,-1.0581739847e+00,1.5062727396e-01
0,2,1,2.2395814271e+02,2.2672508741e+02,2.2369440084e+02,2.2649351327e+02,1.5062727396e-01,-1.2922777560e-01
